,title,digest,cover,link,date
45,试着放下往事，任它过去有多美,"那时候雨下了整整七天
衣服也淋湿了七次",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSXdqYmicwVeCRE3W9KJTjsm97btSA9Cv3c8zIgF3tV3q1ZafZS9RVlkU2uB5kpZ74SpZR5keCZ8yQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652206467&idx=1&sn=1c04a86a4af1bd85e1c72931edaf1d26&chksm=bd0700188a70890e4c6d10aaf435df62192b407a032dedce1d4bb08ed3215ccc6e2825a5bec1#rd,2024-02-01
46,二月：祝你万象生春，生活吉吉利利,休将旧事从头说，且喜新年入手来。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQxMOkvqE4KnebZLbJUJ0grFKbNoexySa7ZyRg4Y79zsku3DaVXR2lh5hMUtsQFfHViaEgUHcpnJ1w/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652206362&idx=1&sn=fb9cb398de058b52ac22bbf754b2bd77&chksm=bd0700818a7089973c37e7bd1a58f8236f99c37ff696ea5d4c45050821876fc02ae9fcef370c#rd,2024-01-31
47,我不再是自己的陌生人，生活也不在别处,生活可以很简单，喜悦也可以在平淡里,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR8CWiaz6ecSOGVVamUxAmubWnRK4JH3sNhwffgJA0q1kibgzfuyD4YyltknqGFIbvT69s9f0DDI4SA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652206134&idx=1&sn=a9b2c33d7e907f7e492fe1e348e8a468&chksm=bd0701ad8a7088bbe29f7c645f2165f014786c483258af0984f2352be0d831879d6bf28e7fd6#rd,2024-01-30
48,你要去见见山川，会一会陌生的人,莽莽苍苍，人间行过。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQ7hktibKqODHl8MPNibyVmM2mypU2YG32aGeYZTKcIZbpfibJUMnrohFrLUJIwWtQAicqYWM7JLnZo7w/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652206081&idx=1&sn=111aff4e46c048b2445987ffb6f77c98&chksm=bd07019a8a70888c0cc05a7b7a86cbfcce230b94285c9853c242c047b0aba8f306b2de25b01f#rd,2024-01-29
49,来年可待，一行一步一花新,中国人的愉悦事务清单No.10,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQ7hktibKqODHl8MPNibyVmM2hxvsby1zRME1g6bcnKAVSaMw4jJYdxboZQezbyroibIic6A98AI9kCJg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652205597&idx=1&sn=932b35fbad87f07d6b72292e38db5b1d&chksm=bd0707868a708e90d2fb3bbaf94e07a3607157f517d9ca2c8c7d6ece57cbaee18f1d3b8878e2#rd,2024-01-28
50,渴望有烟火的“桃源”，做闲适自在的“散仙”,“愿做桂林人，不愿做神仙”,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQcUrjyAKvVJlXbtPAibdicXWr6bSK9wuxtHzARXVic6ibEwYicDnooYbkT5mN8vI65l1e2eTGvFqTNCIA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652205568&idx=1&sn=265aad49966467b60fdccb8927b99f15&chksm=bd07079b8a708e8dd1cee24c44c8ae819e5daba0ce832c57609f64bc863bd3464d6512a65cc4#rd,2024-01-27
51,祝你平凡，祝你花期漫长,我们多数人，注定要在平凡中寻找活着的意义。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRSzriaicyOTficw1rZqMGlbRenj0mxicuRa3geiaSDRQc65P8nK203IXf7x6bmkmOmLz2AD7u9bY7zyiaw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652205538&idx=1&sn=d83b7fa182e6f127915f9c6cc4307317&chksm=bd0704798a708d6f8c7b7e6fc7144691fbcdf8d548f1b3ae8f9f68bb1ba6edf7eb6c1d9a075f#rd,2024-01-26
52,顺意地活，自在地爱,"我心里翻滚着爱
那就任由它翻滚吧",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSfjG09DcvXW7liaIDicQX8Xiacvgl2QhkaukewW28PHicnic8PfiaFPjXJ7vm7qMibOLIHmFBxs2y9X1b8g/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652205355&idx=1&sn=d862497513a931e83721d379a84f485b&chksm=bd0704b08a708da66cd367f4d78173b9747387758d90f7015c7097efe88976e0fd7830587a25#rd,2024-01-25
53,时间静默不语，却足以回答所有问题,"给生活以时间，
纺出你看不见的命运之线。",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSmRPWJkd82KCTcF4dM0zicN9tGNLys5gXZkZcMicq8YypoA0hgBjA148SicZsicP9Aiby6Td16DzxbFWA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652205235&idx=1&sn=f1bb1cca4d8fc81d5ffeb0f3339ad1cf&chksm=bd0705288a708c3e0d192bcc2892c6d1c44beda1da4c852f5b476c7092fbc8aa5a71ed193a16#rd,2024-01-24
54,此心光明，人生才会光明,越是慌乱时，越是修心时。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSHUulq6vhpcnlWQauJpfwXg7h5KjXibv5AcWxUWKOsa1QicibjLrvbiaze2ppUL1Nicm6BbJ1PD4eUMwg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652205094&idx=1&sn=3af45f334ae67e33a0b6f162c6f170d0&chksm=bd0705bd8a708cab21c9bb29e758e794fc2c1a74b708d616f113cfdec11894c02a3b2627c6d3#rd,2024-01-23
55,比起两个人的寂寞，我宁要一个人的孤独,人生就是孑然独处,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRSzriaicyOTficw1rZqMGlbReiauMlYE4jzCCFicGApz7l5jTibGvjJJhqPoMATEsFBxcSBu4Lr3leu2BA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652204551&idx=1&sn=72ea028ac4e9058070679f331f4cdc74&chksm=bd071b9c8a70928a0a2e3b50b7d36d6cbbfebc6db643244f0eab59e5fe9138c6c9f1541b6e4b#rd,2024-01-22
56,别着急，我们就是要在生活中慢慢感悟如何生活,坏日子，要飞快去“度”，好日子，要停下来细细品尝,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSeAKVDeItPcv4ibTpaj9kl30LoJPDJKZTQdqZ25km7NWrjUt4TB2uojj6cw04NTFyrzImGPoricsoA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652204442&idx=1&sn=3e6499748798dee251585670499c0b48&chksm=bd0718018a709117625e1e6cacdf7ab85811d950fb3bff945c239a902c6e179b69850a737f0f#rd,2024-01-21
57,大寒：越过苦难向春山,寒绝逼春来,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTcV7ic66v1c6jhDE4RUnnvaic1tEpM8icwXhRUuQNqkxcicw7zO4lXwLDgpWPBuibdhISoDEPGjg1VAJw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652204355&idx=1&sn=b3ea1639cadb21f06d17a6914d2d0ed3&chksm=bd0718d88a7091ceb57939b229c71015e2a62936f864b5b9c2812f9888a45f0bd285777b74c7#rd,2024-01-20
58,赤忱地相爱，不回头地说再见｜「为你读诗」,要明亮地相爱,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRSzriaicyOTficw1rZqMGlbRe19GxHjCgnBbhkwsy5BPxNjWnudUyEILL4MfOnHiatQwZFNiaQ4TuIBjA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652204353&idx=2&sn=eb7b10e065a621aa1abfd40bcf8d785b&chksm=bd0718da8a7091ccf36943b480fa2add4becfeae7d4465243f55ea070f4628c03570c28878d9#rd,2024-01-19
59,我要拥有敞开的一生，与更多可能相逢,"用真诚对待真诚
用一生去书写一生",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQNpExhRibEpV9GHHGJIjrga6DnKOl8usZX1Oq0AhsIIAtia8iaJtNs7tWQIjibWdCicBBzUElc7faAoibw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652203869&idx=1&sn=e01a509edd2d99b5dbd65166bca1498a&chksm=bd071ec68a7097d0773daef0952339b3707f8616f8fbfaf6f73c00cec69cafb54fe2b7e4e79e#rd,2024-01-18
60,腊八：爱出者爱返，福往者福来,中国人的愉悦事务清单No.9,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRSzriaicyOTficw1rZqMGlbRelcRL4cB2stBRsyeJGQFyDyodicXZpdkZ8H8BDNt2sZbapfdSgwlWHGA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652203645&idx=1&sn=2a65dc98926533033eeab2eeae5c8342&chksm=bd071fe68a7096f0569315394c8a3402ffe62938130a247c3c0d289d53a14a858bbb4033d662#rd,2024-01-17
61,爱着而不必多说，这样就很好,我们只想到，如何静静地苍老。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSSODAHW6SFDE8ldmVicDCrDCjUWXOG67tWQzdqYk9KGeo00YZkeVL1PwOr5v8lXFvSQ9wBlHlW3bg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652203528&idx=1&sn=7b99f84cfa1cd5db06184d1a442d10bf&chksm=bd071f938a709685b01b110853a26c22ad69dd9a1eaa22483ddc7c382a3c6444068586e19b03#rd,2024-01-16
62,繁花绽放，活出自己的腔调,在我和世界之间，有一个你,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSSODAHW6SFDE8ldmVicDCrD9MX44MpKj2StunEjAMzpyMayI2g8XFwMVNicGJ7ZkOQ01WkcF25qtrA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652203315&idx=1&sn=216945a8e0c6dc5caeef60585a952908&chksm=bd071ca88a7095be1e3a941d43d12631809ab728b9f78cbb964b5055121e481816ef358378a4#rd,2024-01-15
63,活在光明里的人，不会有失败的人生,走到光明里去,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSxmqFmZCHAJq9Tkvt6Mmll8lzEXCzlMcTpicZr3aa84iaVaZeEed0UWkG7EawBucXBuqvAJGPkzGLg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652203244&idx=1&sn=c02660af1a9af8143e5c38979aa8ec3d&chksm=bd071d778a7094610d2ccd7a3ae3fdf3dadbef6838f81def5bf98674099d5c8a405ad8031fe6#rd,2024-01-14
64,你只是从人海中来，又复归人海里去,遇见你，而后有悬崖,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTzfTtjFT5Fcpn0MNq33dtlaEDWn2UTGmZdjfxvGKQUicXL1TSmFGaNouFBrWIdiavXiaVkpRbGD4yxQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652203232&idx=1&sn=11eaa8f0d91d4b5aaa57478394081768&chksm=bd071d7b8a70946d25bb94c971164d68b1d1657d568fe88297fdb3d45bdff80662a56ff7c857#rd,2024-01-13
65,还在等一场大雪，堆一个失去多年的人,就当那皱纹是我想念的涟漪,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTzfTtjFT5Fcpn0MNq33dtljl75ia7cVmsJnmPlZv7MTUaBxZvMrLRcSOFJTJDrKUApYwh9kTHVqAw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652203166&idx=1&sn=047587c91c1392dcab727adc89bfa566&chksm=bd071d058a7094134266fe36e73f587a02709338fef034a89e93f7dd7e0f5327899e8ff59913#rd,2024-01-12
66,每天都是一首诗，每个字都是一颗星,会有一颗星，等你抬头去看,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSYp6qbVcGa3JcmU3RsPk1ZppdONmpCb3Fy1ziagWib4U1ptia5ImmgJQaxPwqSRomPgEAphS8WbbU9w/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652202763&idx=1&sn=244089792dba644ce62c3a39f7dabdf4&chksm=bd0712908a709b86a9c7781af3f284aa6e40077aedda7be603442b89f7fe8cee9e98aed03843#rd,2024-01-11
67,吾心自有光明月，千古团圆永无缺,2024，我心光明,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQQAWvlhB3zWqBEvG0flwMAWdrdFKiad50R9bvIQnIxVfvicKMOYDySOyOvDc5icxV4lUqicXW3WLFTvQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652202720&idx=1&sn=0d9faad3646b22bb2320378d1241e958&chksm=bd07137b8a709a6dac45b5e91f57176fb4af550e07bb6284a05b60d7dd44fae457c7bb528802#rd,2024-01-10
68,说会好起来时，是在相信你自己,"赤足跋涉
穿过大雪",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSZRy7YelPadh7P0Dl93UczsPMsRgAO1O1jz3e0gibOLurbnZI2ot8CgW7kRyR7rqFvDuLj1vV8sIw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652202614&idx=1&sn=c722935eb518a66dc9db6091f0a2aa87&chksm=bd0713ed8a709afba97879cf13c71b6cac0e7bb8ef6e6dae786caa4b38b51c81448980cf1219#rd,2024-01-09
69,只是提起你，就觉得温暖和自豪,”愿相会于中华腾飞世界时“,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSZRy7YelPadh7P0Dl93UczrHdrpoGbT6ibLfGvfEMXxrYgBsCj8PB0fbibETYiciabnN9W2zTokNZX4w/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652202599&idx=1&sn=60303c19fe3deb6278639703f774be95&chksm=bd0713fc8a709aeadc5e451523174bcec888debcd348815ea0924e208b866aa15e54a3ea515d#rd,2024-01-08
70,尔滨呐，冬日果然很可爱,冬有美好的回忆一把,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRc1C4jq0pMqxbuWOEegmJ5o1VdHVf1BRbafibicdibqxVdppKKJrDKKia6hias8f3gql1rM8eojV4Z3Ew/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652202261&idx=1&sn=0ca12d4a7c83dad0f6df93c8508bc9ec&chksm=bd07108e8a709998190d437b550f341ea69105b98c80103d6927ea1be9b4d533dce6c515f0f1#rd,2024-01-07
71,小寒：人生永远柳暗花明,莫怪严凝切，春冬正月交,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTSAxlt2iclibCXK3EvPPPvTribygibVs6V7MVEAsicoWqNaswZgibgqJjOOVaSHKhGrNPW1icQt9dKIbZUw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652201893&idx=1&sn=a3c53498d2b7510bc583d7403e0272d2&chksm=bd07163e8a709f28f20d0c66aaafa9e3b380ef2d225fc103f23ae150a4c41b0c844825a98e38#rd,2024-01-06
72,从今往后，只对值得的事物用尽深情,丑恶来自贪婪，美丽出于纯粹。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTSAxlt2iclibCXK3EvPPPvTry24vq9iaVmeK4A1yibxCukSlQbcwDYj6vlyAGv1upE1zw8gvo3mDx81A/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652201890&idx=1&sn=969bc232f2aeb1c840e87467dd30389d&chksm=bd0716398a709f2f7306f3b064089d29c03c9f291d659254ea13d971f71579af47b42affc7c1#rd,2024-01-05
73,你好呀，我的生活,"无论怎样古老的故事，最终
也要回到生活中去",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTAAOpGpvO9vhCWnXpibj2LrLyCdQJ4okjTpcu7cqABoqC2kN4CgYYBuC1IiaabUOTnkibbqwxstN8ibg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652201774&idx=1&sn=c776fd9938273a01d1d07b6542e5155c&chksm=bd0716b58a709fa38f6522fd8cd426017902d97f56e28d68cf2970b7fed246942c338e4c389b#rd,2024-01-04
74,会有如约而至的春天，繁花似锦的新年,祝你长年有阳光灿烂的日子,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTpeBdaAA9ZET5dV1E956RsyicoDsUnSGI8T8Z6MS3j6P4tdB8EcKCCnZzyVEQ8tVaiaRnXQCGZ0L8Q/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652201485&idx=1&sn=e74cbd71bde3802180b658e80d7fd86d&chksm=bd0717968a709e804cdc7595854b097e37208b1ee90656401edf816a55eae36fc55a3d77985d#rd,2024-01-03
75,2024，奏自己的战歌，种自己的玫瑰,"决定了，新的一年
再离谱的生活我都要歌唱",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWTpeBdaAA9ZET5dV1E956Rs7TYH4hKpbibGsm568TBQutIEIDXTibKl7vGkzFHl2FPmq7uQo4BLqGfQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652201148&idx=1&sn=51c5cf20324ed686f4610746735da186&chksm=bd0715278a709c311747eb8c599c1e47872271ed964026580bc48c3d1b06b3ccffada3a5ca31#rd,2024-01-02
76,元旦：新的一年，如逢花开,俱道适往，着手成春,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRqV3icRm77QKYDibjX7IWtqSqFLfyeT7MqcSUmbSOvibNxaZF7fDI63ic4t625jqKEljFkeyXToFluxg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652201012&idx=1&sn=f549b2a9e1b0d12d6d4f76a3eeb58fa2&chksm=bd0715af8a709cb9b467aeef4e495f088d940cdc108ea0d1527141880f73c4f52f7b4a343a80#rd,2024-01-01
77,2024：从此刻开始，万喜万般宜,新的一年，如月之恒，如日之升,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRqV3icRm77QKYDibjX7IWtqSbiakgzplicNXhoHnafiaY3V7ia3lW81Nibt3qfA5ia2ksjTAws76iaFOmeicAQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652201010&idx=1&sn=3ddb6d3e7a49bf6bc5b27da4ba601f26&chksm=bd0715a98a709cbf2d5f89310c4bf1cb1e4f935b72d0c4647fbaac81158843df8169f0d25b64#rd,2023-12-31
78,去往2024前，还想再看看我的2023年,在这里，你得到了属于你的自由。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRxXQPlH8AAaJFfzp1m6gKTmpzXNO9ME9rAC2eCgEHKcMWHaNjiax4CG2PyXbfkpj1nltCribyicIKGw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200958&idx=1&sn=194bd703b26d1d50aaba52c4efe4979a&chksm=bd072a658a70a3733b2ab6bd657935c546446ef6c8cc057eee75fc933b70ed59d79c6c26f0f3#rd,2023-12-30
79,我与我周旋久，看清自己才敢说认识世界,那心灵的神秘地带，是大千世界的回响,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRxXQPlH8AAaJFfzp1m6gKTsfGux9TKflvz0JZc8AS0H7V74d7vYicHyI3CEDIzSblow56dvxE9aPg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200854&idx=1&sn=3d20c83c287069ff1f480f75ed887af2&chksm=bd072a0d8a70a31b725a93e5d97293e24457fe46e8fbca561335290a6eaa7c1aa8ebe31ccc51#rd,2023-12-29
80,放下一切忧思，好好安睡,中国人的愉悦事务清单No.8,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRxXQPlH8AAaJFfzp1m6gKTwibqz1pFfgALXUVHkNFuXEZc7D7AguwnmBFmVdSLibkYIgI2DFYyEsyQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200606&idx=1&sn=bdd3bea6fbdba3b53fb068f1ecead4e4&chksm=bd072b058a70a2131ff0d92793f37d5c93c240c14aa58c80d404ad5a16e12243a5d5ae8ad774#rd,2023-12-28
81,岁晚天寒，忍不住就想起了你,"想你
在每一个
恍惚的刹那间",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRcia6nMxVglmFQZ6ZsOumYcCfDdajNXZVnHrlfufgicTaTP1qnR0TczPamSTrS4H92SzLAZL7m80EQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200342&idx=1&sn=e51928465d18b7bf98d437cff466bda0&chksm=bd07280d8a70a11b76d488c613868aaa99259bc367f62087ed169a9131261ad8a910865ce8d4#rd,2023-12-27
82,我把自己经营得很好，不担心你姗姗来迟,"只要你会出现，不管多晚
我都心怀感恩",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRcia6nMxVglmFQZ6ZsOumYcg5CX2kySuzcpyX2wp8CaicV5I4JmpW5iaOkZLLIDxf2JM85iajDzzeLdw/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200274&idx=1&sn=af8abf4a91816b677b76a41bb3d9c6a3&chksm=bd0728c98a70a1df739563fca2b1bd1c5fdd80b1e037d96861c7e7ae55508d885fe51e07cf0a#rd,2023-12-26
83,祝你快乐，祝你是你自己,"谁能在这个晚上
让这个人哗哗快乐",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRicMJ0ibkSvaWMOwVutN8dwrSn2uucj5fHMKEG6GYknOmTk1pibI1iakg6JuPR5tibu0tCk8PibaSVO7Rg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200142&idx=1&sn=8327355a6abcd65e26750f2ba4a47078&chksm=bd0729558a70a043e757bdd2b9521ebefb4001d19dc39d05b7f43c2d0ba933b0a3024c9a1496#rd,2023-12-25
84,人间是一片雪地，我们是其中的落雀,"“做人真是好难呐”
“有多难啊”",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQfgjibhf8elMiaJcTXHcvWI0UMcnkkO3vcFbuCzKkmHFksIFd8kxXGT3dRsQJ5Xc1xRkqRr07Ejwlg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200035&idx=1&sn=9f2564d5f64f0e0d5f5f8f4715297534&chksm=bd0729f88a70a0eed05e91c1cf74a61c94b18f43aaf310ae09860cfe8c8cf3ab73c937b4ee32#rd,2023-12-24
85,知晓岁月匆匆，更想缓慢而深情地走过,计划表是空白的，但我的一天满满的,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWQfgjibhf8elMiaJcTXHcvWI0lRVia2o4TcWzzo1xgOwNf3qDHt4PfoYy2Ym3MFrH06k2hzcWwWTuNrg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652200021&idx=1&sn=6a7a5ecbfe64647dfb45ad4814ef09f3&chksm=bd0729ce8a70a0d88fac5ad0312dbc525c2487b6214e37a13c48a07e811feb43f29ca3932654#rd,2023-12-23
86,冬至：从今天起，做一个焕然如新的人,为报方袍客，丰年瑞已成,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWRNkg3M6OiakKhBHPdVMotbZoicWWp8KmibUgINGoCdmOlhNKdJqkByN0p3xE6GgGlF2AYuMj8YLaHYg/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652199827&idx=1&sn=f2d758bdafd63edf1565463a319e8c99&chksm=bd072e088a70a71e6471b17cb820b6ad483d810ce6f8359ee82b72c2c99526e23a17217ebbe7#rd,2023-12-22
87,人生四戒：毋意，毋必，毋固，毋我,人活世间，有所为，有所不为。,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSWjsaej34gSWianjBHyhDHk9smgXXAYtXskwZSZTpbqe5DbhtJMlcKerrHgCqcEZuWVOiaJ7LibncsQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652199824&idx=1&sn=17670329f4150f9a34196f9983946883&chksm=bd072e0b8a70a71dab403e33aa60108f8657bb9c0c9bdd361f74663c028a34c1b491c75691bc#rd,2023-12-21
88,任何爱过的人，都没有白活,那是有萤火虫的傍晚,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSv0dRKh6AGtjZPZUYNI8LjeQnpeAe21wbOncPNFmUqJBtnINjef1p3GeKYKspiaeIQmU1kfjDN9HQ/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652199609&idx=1&sn=3b8b6cbc71bb6714a0826e2490d0e2e3&chksm=bd072f228a70a6349e939414313b0489b3596eb2f7845a50dd7e9329ec2269859d07ee427b25#rd,2023-12-20
89,人生有三道：上坡道、下坡道和没想到,"你是云、是大海、是忘却。
你还是你自己失去了的那一部分。",https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWSWjsaej34gSWianjBHyhDHkDbLV42bvq9rcXG9LQhgvUO1y2eQbg20mxS11I4B5Y2JCXdEFe6YSSA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652198742&idx=1&sn=a52a47ff762df6726a4d7eb746c7c1b7&chksm=bd0722cd8a70abdb3f5b9a4d2e818615e53ceb4c84ace3b3cefc72602abc51e1ce4625704dfd#rd,2023-12-19
90,让我们痛并快乐着，走向2024,冬天已经来了，春天还会远吗？,https://mmbiz.qlogo.cn/sz_mmbiz_jpg/5ibaumOWQEWR7jkxMCutxEj0OuPXJarSmfl7Mjibt5Gsqws5jXu4eO5dibKQwSSrWEjTVLeZKRL3lYHLjsq55icFhA/0?wx_fmt=jpeg,http://mp.weixin.qq.com/s?__biz=MjM5NjU5NDkzMg==&mid=2652198541&idx=1&sn=5cd810e46cc57211be66de22f3103e19&chksm=bd0723168a70aa004255f7029ab0b5e834163c150c61943bd865620cfde7550cbfb153abee5b#rd,2023-12-18
